"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.Person1","Answer.Person2","Answer.Person3","Answer.Person4","Answer.Person5","Approve","Reject"
"30EMX9PEVKETUQDXPMRN1ZPD1EOSKV","31UK836KRO04YE5I38BOGFI0ZUJ3GK","Identify 5 pairs of faces.","Do a quick survey to identify whether various faces match. Only 5 pairs, same question for each.","categorize, survey, quick,","$0.20","Fri Jul 20 09:55:46 PDT 2018","15","BatchId:3310264;OriginalHitTemplateId:920937332;","3600","600","Fri Jul 20 13:55:46 PDT 2018","","","320DUZ38G8HYGLWI232W0Q2IW0UJGO","A3K4GDZNH00ZN9","Approved","Fri Jul 20 09:56:05 PDT 2018","Fri Jul 20 09:56:54 PDT 2018","Fri Jul 20 10:06:54 PDT 2018","2018-07-20 17:06:58 UTC","","","49","100% (1/1)","100% (1/1)","100% (1/1)","Yes","Yes","Yes","P-Yes","No"
"30EMX9PEVKETUQDXPMRN1ZPD1EOSKV","31UK836KRO04YE5I38BOGFI0ZUJ3GK","Identify 5 pairs of faces.","Do a quick survey to identify whether various faces match. Only 5 pairs, same question for each.","categorize, survey, quick,","$0.20","Fri Jul 20 09:55:46 PDT 2018","15","BatchId:3310264;OriginalHitTemplateId:920937332;","3600","600","Fri Jul 20 13:55:46 PDT 2018","","","32XVDSJFP0SY2ZUW6LUZEE0YQBKM2C","A39TJC4V5I4PM2","Approved","Fri Jul 20 09:56:04 PDT 2018","Fri Jul 20 10:10:39 PDT 2018","Fri Jul 20 10:20:39 PDT 2018","2018-07-20 17:20:58 UTC","","","875","100% (2/2)","100% (2/2)","100% (2/2)","Yes","Yes","P-Yes","P-Yes","No"
"30EMX9PEVKETUQDXPMRN1ZPD1EOSKV","31UK836KRO04YE5I38BOGFI0ZUJ3GK","Identify 5 pairs of faces.","Do a quick survey to identify whether various faces match. Only 5 pairs, same question for each.","categorize, survey, quick,","$0.20","Fri Jul 20 09:55:46 PDT 2018","15","BatchId:3310264;OriginalHitTemplateId:920937332;","3600","600","Fri Jul 20 13:55:46 PDT 2018","","","36H9ULYP63PS2L0NRJWEI526VLUJFP","AYBFTTB8O99G4","Approved","Fri Jul 20 10:44:39 PDT 2018","Fri Jul 20 10:49:06 PDT 2018","Fri Jul 20 10:59:06 PDT 2018","2018-07-20 17:59:58 UTC","","","267","100% (1/1)","100% (1/1)","100% (1/1)","Yes","No","No","No","No"
"30EMX9PEVKETUQDXPMRN1ZPD1EOSKV","31UK836KRO04YE5I38BOGFI0ZUJ3GK","Identify 5 pairs of faces.","Do a quick survey to identify whether various faces match. Only 5 pairs, same question for each.","categorize, survey, quick,","$0.20","Fri Jul 20 09:55:46 PDT 2018","15","BatchId:3310264;OriginalHitTemplateId:920937332;","3600","600","Fri Jul 20 13:55:46 PDT 2018","","","37U1UTWH9WH0LU9DRAZHA47BIYBR88","A2KMX4HGXSWS7U","Approved","Fri Jul 20 09:56:00 PDT 2018","Fri Jul 20 09:56:53 PDT 2018","Fri Jul 20 10:06:53 PDT 2018","2018-07-20 17:06:58 UTC","","","53","100% (1/1)","100% (1/1)","100% (1/1)","Yes","P-No","P-Yes","P-No","No"
"30EMX9PEVKETUQDXPMRN1ZPD1EOSKV","31UK836KRO04YE5I38BOGFI0ZUJ3GK","Identify 5 pairs of faces.","Do a quick survey to identify whether various faces match. Only 5 pairs, same question for each.","categorize, survey, quick,","$0.20","Fri Jul 20 09:55:46 PDT 2018","15","BatchId:3310264;OriginalHitTemplateId:920937332;","3600","600","Fri Jul 20 13:55:46 PDT 2018","","","3AAPLD8UCDC6UKNYY3YINW1S92YTH2","A2QIZ31TMHU0GD","Approved","Fri Jul 20 09:56:04 PDT 2018","Fri Jul 20 09:56:59 PDT 2018","Fri Jul 20 10:06:59 PDT 2018","2018-07-20 17:07:58 UTC","","","55","100% (1/1)","100% (1/1)","100% (1/1)","P-Yes","P-Yes","P-Yes","Yes","P-No"
"30EMX9PEVKETUQDXPMRN1ZPD1EOSKV","31UK836KRO04YE5I38BOGFI0ZUJ3GK","Identify 5 pairs of faces.","Do a quick survey to identify whether various faces match. Only 5 pairs, same question for each.","categorize, survey, quick,","$0.20","Fri Jul 20 09:55:46 PDT 2018","15","BatchId:3310264;OriginalHitTemplateId:920937332;","3600","600","Fri Jul 20 13:55:46 PDT 2018","","","3F6HPJW4JEVU7BOAAN0MNC2PODYW2D","A1VBAI9GBDQSMO","Approved","Fri Jul 20 09:56:05 PDT 2018","Fri Jul 20 09:58:13 PDT 2018","Fri Jul 20 10:08:13 PDT 2018","2018-07-20 17:08:58 UTC","","","128","100% (1/1)","100% (1/1)","100% (1/1)","P-Yes","P-No","Yes","P-Yes","P-No"
"30EMX9PEVKETUQDXPMRN1ZPD1EOSKV","31UK836KRO04YE5I38BOGFI0ZUJ3GK","Identify 5 pairs of faces.","Do a quick survey to identify whether various faces match. Only 5 pairs, same question for each.","categorize, survey, quick,","$0.20","Fri Jul 20 09:55:46 PDT 2018","15","BatchId:3310264;OriginalHitTemplateId:920937332;","3600","600","Fri Jul 20 13:55:46 PDT 2018","","","3GD6L00D3TSRDEC0NHUL9VQTY56M1V","A321YWMP74ULKH","Approved","Fri Jul 20 09:56:03 PDT 2018","Fri Jul 20 09:57:23 PDT 2018","Fri Jul 20 10:07:23 PDT 2018","2018-07-20 17:07:58 UTC","","","80","100% (1/1)","100% (1/1)","100% (1/1)","P-Yes","P-Yes","P-Yes","P-Yes","P-No"
"30EMX9PEVKETUQDXPMRN1ZPD1EOSKV","31UK836KRO04YE5I38BOGFI0ZUJ3GK","Identify 5 pairs of faces.","Do a quick survey to identify whether various faces match. Only 5 pairs, same question for each.","categorize, survey, quick,","$0.20","Fri Jul 20 09:55:46 PDT 2018","15","BatchId:3310264;OriginalHitTemplateId:920937332;","3600","600","Fri Jul 20 13:55:46 PDT 2018","","","3HVVDCPGTFNSGFDN83269WWVZYBYT6","A251CVGBR9ARUW","Approved","Fri Jul 20 09:56:06 PDT 2018","Fri Jul 20 10:10:07 PDT 2018","Fri Jul 20 10:20:07 PDT 2018","2018-07-20 17:20:58 UTC","","","841","100% (1/1)","100% (1/1)","100% (1/1)","Yes","Yes","P-Yes","P-Yes","No"
"30EMX9PEVKETUQDXPMRN1ZPD1EOSKV","31UK836KRO04YE5I38BOGFI0ZUJ3GK","Identify 5 pairs of faces.","Do a quick survey to identify whether various faces match. Only 5 pairs, same question for each.","categorize, survey, quick,","$0.20","Fri Jul 20 09:55:46 PDT 2018","15","BatchId:3310264;OriginalHitTemplateId:920937332;","3600","600","Fri Jul 20 13:55:46 PDT 2018","","","3OLQQLKKNTK0W70RW8C80NH6JKFJE7","A1C7UV2UT2S9T7","Approved","Fri Jul 20 09:55:57 PDT 2018","Fri Jul 20 09:56:31 PDT 2018","Fri Jul 20 10:06:31 PDT 2018","2018-07-20 17:06:58 UTC","","","34","100% (1/1)","100% (1/1)","100% (1/1)","P-Yes","P-Yes","P-Yes","P-Yes","No"
"30EMX9PEVKETUQDXPMRN1ZPD1EOSKV","31UK836KRO04YE5I38BOGFI0ZUJ3GK","Identify 5 pairs of faces.","Do a quick survey to identify whether various faces match. Only 5 pairs, same question for each.","categorize, survey, quick,","$0.20","Fri Jul 20 09:55:46 PDT 2018","15","BatchId:3310264;OriginalHitTemplateId:920937332;","3600","600","Fri Jul 20 13:55:46 PDT 2018","","","3OVHNO1VE7WL4GRVIZ4AIZNB26RDZT","A144UVZYG9ZJIE","Approved","Fri Jul 20 09:56:04 PDT 2018","Fri Jul 20 10:03:39 PDT 2018","Fri Jul 20 10:13:39 PDT 2018","2018-07-20 17:13:58 UTC","","","455","100% (1/1)","100% (1/1)","100% (1/1)","Yes","P-Yes","Yes","No","No"
"30EMX9PEVKETUQDXPMRN1ZPD1EOSKV","31UK836KRO04YE5I38BOGFI0ZUJ3GK","Identify 5 pairs of faces.","Do a quick survey to identify whether various faces match. Only 5 pairs, same question for each.","categorize, survey, quick,","$0.20","Fri Jul 20 09:55:46 PDT 2018","15","BatchId:3310264;OriginalHitTemplateId:920937332;","3600","600","Fri Jul 20 13:55:46 PDT 2018","","","3R6P78PK7L6SUOSNEXG02WPRU2LTG3","A2YUCJ28XANFOX","Approved","Fri Jul 20 09:56:03 PDT 2018","Fri Jul 20 10:53:25 PDT 2018","Fri Jul 20 11:03:25 PDT 2018","2018-07-20 18:03:58 UTC","","","3442","100% (1/1)","100% (1/1)","100% (1/1)","No","P-No","P-Yes","No","No"
"30EMX9PEVKETUQDXPMRN1ZPD1EOSKV","31UK836KRO04YE5I38BOGFI0ZUJ3GK","Identify 5 pairs of faces.","Do a quick survey to identify whether various faces match. Only 5 pairs, same question for each.","categorize, survey, quick,","$0.20","Fri Jul 20 09:55:46 PDT 2018","15","BatchId:3310264;OriginalHitTemplateId:920937332;","3600","600","Fri Jul 20 13:55:46 PDT 2018","","","3T111IHZ5FL0ZZSNW25VA02M24TR9X","A2NHPETX25VH3Q","Approved","Fri Jul 20 09:56:02 PDT 2018","Fri Jul 20 09:56:49 PDT 2018","Fri Jul 20 10:06:49 PDT 2018","2018-07-20 17:06:58 UTC","","","47","100% (1/1)","100% (1/1)","100% (1/1)","Yes","P-No","Yes","P-No","P-No"
"30EMX9PEVKETUQDXPMRN1ZPD1EOSKV","31UK836KRO04YE5I38BOGFI0ZUJ3GK","Identify 5 pairs of faces.","Do a quick survey to identify whether various faces match. Only 5 pairs, same question for each.","categorize, survey, quick,","$0.20","Fri Jul 20 09:55:46 PDT 2018","15","BatchId:3310264;OriginalHitTemplateId:920937332;","3600","600","Fri Jul 20 13:55:46 PDT 2018","","","3TMSXRD2X7VNIQ6ERJ08ITSKW7KW1W","A1HZXKVQSWNKRA","Approved","Fri Jul 20 09:55:59 PDT 2018","Fri Jul 20 09:57:34 PDT 2018","Fri Jul 20 10:07:34 PDT 2018","2018-07-20 17:07:58 UTC","","","95","100% (1/1)","100% (1/1)","100% (1/1)","Yes","Yes","Yes","P-Yes","P-No"
"30EMX9PEVKETUQDXPMRN1ZPD1EOSKV","31UK836KRO04YE5I38BOGFI0ZUJ3GK","Identify 5 pairs of faces.","Do a quick survey to identify whether various faces match. Only 5 pairs, same question for each.","categorize, survey, quick,","$0.20","Fri Jul 20 09:55:46 PDT 2018","15","BatchId:3310264;OriginalHitTemplateId:920937332;","3600","600","Fri Jul 20 13:55:46 PDT 2018","","","3VBEN272MLURFOF8PXBASRT5SJ7GS1","A3NYXD40XGO62M","Approved","Fri Jul 20 09:56:05 PDT 2018","Fri Jul 20 09:57:00 PDT 2018","Fri Jul 20 10:07:00 PDT 2018","2018-07-20 17:07:58 UTC","","","55","100% (1/1)","100% (1/1)","100% (1/1)","Yes","P-Yes","Yes","P-Yes","No"
"30EMX9PEVKETUQDXPMRN1ZPD1EOSKV","31UK836KRO04YE5I38BOGFI0ZUJ3GK","Identify 5 pairs of faces.","Do a quick survey to identify whether various faces match. Only 5 pairs, same question for each.","categorize, survey, quick,","$0.20","Fri Jul 20 09:55:46 PDT 2018","15","BatchId:3310264;OriginalHitTemplateId:920937332;","3600","600","Fri Jul 20 13:55:46 PDT 2018","","","3VFJCI1K40UFE9FVA8B52HO96HOGRD","A1HPDURSL05DVC","Approved","Fri Jul 20 09:56:02 PDT 2018","Fri Jul 20 09:56:33 PDT 2018","Fri Jul 20 10:06:33 PDT 2018","2018-07-20 17:06:58 UTC","","","31","100% (1/1)","100% (1/1)","100% (1/1)","Yes","No","Yes","No","No"